_unnamed,_unnamed,_unnamed,_unnamed,_unnamed,_unnamed,_unnamed,_unnamed,_unnamed,_unnamed,_unnamed,_unnamed,_unnamed
,,,,,,111,,116,,1160,,2
,,,2009-01-15T00:00:00,,2009,111,,106,,1060,,6
,,,2009-01-22T00:00:00,,2009,111,,104,,1040,,9
,,,2009-02-04T00:00:00,,2009,111,,109,,1096,,6
,,,2009-02-11T00:00:00,,2009,111,,106,,1066,,5
,,,2009-02-11T00:00:00,,2009,111,,117,,1170,,2
,,,2009-02-12T00:00:00,,2009,111,,101,,,,9
,,,2009-02-12T00:00:00,,2009,111,,106,,1063,,6
,,,2009-02-12T00:00:00,,2009,111,,109,,1092,,6
,,,2009-02-12T00:00:00,,2009,111,,109,,1094,,6
,,,2009-02-12T00:00:00,,2009,111,,117,,1178,,3
,,,2009-02-24T00:00:00,,2009,111,,106,,1061,,2
,,,2009-02-24T00:00:00,,2009,111,,106,,1063,,6
,,,2009-02-24T00:00:00,,2009,111,,117,,1176,,3
,,,2009-02-25T00:00:00,,2009,111,,109,,1090,,6
,,,2009-02-25T00:00:00,,2009,111,,117,,1170,,3
,,,2009-02-26T00:00:00,,2009,111,,106,,1062,,3
,,,2009-02-26T00:00:00,,2009,111,,106,,1063,,6
,,,2009-02-26T00:00:00,,2009,111,,109,,1094,,6
,,,2009-02-26T00:00:00,,2009,111,,117,,1177,,6
,,,2009-03-03T00:00:00,,2009,111,,109,,1096,,6
,,,2009-03-04T00:00:00,,2009,111,,117,,1170,,6
,,,2009-03-05T00:00:00,,2009,111,,106,,1062,,3
,,,2009-03-05T00:00:00,,2009,111,,106,,1063,,6
,,,2009-03-05T00:00:00,,2009,111,,109,,1090,,3
,,,2009-03-05T00:00:00,,2009,111,,117,,1175,,4
,,,2009-03-10T00:00:00,,2009,111,,106,,1063,,6
,,,2009-03-10T00:00:00,,2009,111,,106,,1065,,6
,,,2009-03-10T00:00:00,,2009,111,,117,,1178,,6
,,,2009-03-11T00:00:00,,2009,111,,106,,1065,,6
,,,2009-03-11T00:00:00,,2009,111,,109,,1090,,6
,,,2009-03-11T00:00:00,,2009,111,,117,,1176,,3
,,,2009-03-12T00:00:00,,2009,111,,101,,,,9
,,,2009-03-12T00:00:00,,2009,111,,106,,1061,,6
,,,2009-03-12T00:00:00,,2009,111,,106,,1063,,6
,,,2009-03-12T00:00:00,,2009,111,,109,,1095,,6
,,,2009-03-12T00:00:00,,2009,111,,117,,1173,,4
,,,2009-03-17T00:00:00,,2009,111,,106,,1062,,3
,,,2009-03-17T00:00:00,,2009,111,,106,,1065,,6
,,,2009-03-17T00:00:00,,2009,111,,117,,1170,,2
,,,2009-03-18T00:00:00,,2009,111,,106,,1063,,6
,,,2009-03-18T00:00:00,,2009,111,,109,,1090,,6
,,,2009-03-18T00:00:00,,2009,111,,109,,1096,,3
,,,2009-03-19T00:00:00,,2009,111,,106,,1066,,5
,,,2009-03-19T00:00:00,,2009,111,,117,,1173,,3
,,,2009-03-24T00:00:00,,2009,111,,106,,1062,,3
,,,2009-03-24T00:00:00,,2009,111,,106,,1065,,6
,,,2009-03-24T00:00:00,,2009,111,,109,,1094,,3
,,,2009-03-24T00:00:00,,2009,111,,117,,1176,,2
,,,2009-03-24T00:00:00,,2009,111,,117,,1176,,3
,,,2009-03-25T00:00:00,,2009,111,,104,,1040,,9
,,,2009-03-25T00:00:00,,2009,111,,106,,1063,,6
,,,2009-03-25T00:00:00,,2009,111,,109,,1090,,6
,,,2009-03-26T00:00:00,,2009,111,,106,,1061,,3
,,,2009-03-26T00:00:00,,2009,111,,106,,1066,,4
,,,2009-03-26T00:00:00,,2009,111,,117,,1175,,3
,,,2009-03-31T00:00:00,,2009,111,,106,,1062,,2
,,,2009-03-31T00:00:00,,2009,111,,117,,1178,,3
,,,2009-04-01T00:00:00,,2009,111,,117,,1170,,2
,,,2009-04-02T00:00:00,,2009,111,,106,,1061,,3
,,,2009-04-02T00:00:00,,2009,111,,106,,1065,,6
,,,2009-04-02T00:00:00,,2009,111,,109,,1092,,3
,,,2009-04-02T00:00:00,,2009,111,,109,,1094,,6
,,,2009-04-02T00:00:00,,2009,111,,109,,1095,,6
,,,2009-04-06T00:00:00,,2009,111,,109,,1090,,6
,,,2009-04-21T00:00:00,,2009,111,,106,,1060,,2
,,,2009-04-21T00:00:00,,2009,111,,106,,1066,,5
,,,2009-04-22T00:00:00,,2009,111,,106,,1060,,2
,,,2009-04-22T00:00:00,,2009,111,,106,,1065,,2
,,,2009-04-22T00:00:00,,2009,111,,109,,1090,,3
,,,2009-04-22T00:00:00,,2009,111,,117,,1170,,3
,,,2009-04-23T00:00:00,,2009,111,,106,,1061,,6
,,,2009-04-23T00:00:00,,2009,111,,106,,1063,,2
,,,2009-04-23T00:00:00,,2009,111,,109,,1091,,3
,,,2009-04-23T00:00:00,,2009,111,,117,,1176,,4
,,,2009-04-23T00:00:00,,2009,111,,117,,1178,,3
,,,2009-04-24T00:00:00,,2009,111,,106,,1063,,2
,,,2009-04-27T00:00:00,,2009,111,,106,,1062,,6
,,,2009-04-28T00:00:00,,2009,111,,117,,1175,,3
,,,2009-04-28T00:00:00,,2009,111,,117,,1176,,3
,,,2009-04-30T00:00:00,,2009,111,,106,,1065,,3
,,,2009-04-30T00:00:00,,2009,111,,109,,1091,,3
,,,2009-04-30T00:00:00,,2009,111,,117,,1173,,6
,,,2009-05-01T00:00:00,,2009,111,,106,,1061,,6
,,,2009-05-01T00:00:00,,2009,111,,106,,1062,,6
,,,2009-05-05T00:00:00,,2009,111,,106,,1062,,2
,,,2009-05-05T00:00:00,,2009,111,,109,,1090,,6
,,,2009-05-05T00:00:00,,2009,111,,117,,1173,,3
,,,2009-05-05T00:00:00,,2009,111,,117,,1176,,6
,,,2009-05-06T00:00:00,,2009,111,,109,,1091,,6
,,,2009-05-07T00:00:00,,2009,111,,106,,1061,,6
,,,2009-05-07T00:00:00,,2009,111,,109,,1091,,6
,,,2009-05-12T00:00:00,,2009,111,,106,,1062,,2
,,,2009-05-12T00:00:00,,2009,111,,106,,1065,,2
,,,2009-05-13T00:00:00,,2009,111,,109,,1090,,2
,,,2009-05-13T00:00:00,,2009,111,,119,,1192,,2
,,,2009-05-14T00:00:00,,2009,111,,109,,1093,,6
,,,2009-05-14T00:00:00,,2009,111,,117,,1170,,2
,,,2009-05-18T00:00:00,,2009,111,,106,,1062,,3
,,,2009-05-19T00:00:00,,2009,111,,117,,1170,,2
,,,2009-05-19T00:00:00,,2009,111,,117,,1173,,6
,,,2009-06-03T00:00:00,,2009,111,,106,,1065,,2
,,,2009-06-03T00:00:00,,2009,111,,119,,1196,,2
,,,2009-06-04T00:00:00,,2009,111,,106,,1061,,3
,,,2009-06-04T00:00:00,,2009,111,,106,,1066,,4
,,,2009-06-04T00:00:00,,2009,111,,109,,1091,,3
,,,2009-06-04T00:00:00,,2009,111,,109,,1092,,3
,,,2009-06-04T00:00:00,,2009,111,,117,,1176,,6
,,,2009-06-04T00:00:00,,2009,111,,122,,1220,,6
,,,2009-06-09T00:00:00,,2009,111,,106,,1062,,3
,,,2009-06-09T00:00:00,,2009,111,,106,,1063,,3
,,,2009-06-09T00:00:00,,2009,111,,109,,1096,,6
,,,2009-06-09T00:00:00,,2009,111,,117,,1176,,2
,,,2009-06-10T00:00:00,,2009,111,,109,,1091,,3
,,,2009-06-10T00:00:00,,2009,111,,109,,1095,,6
,,,2009-06-10T00:00:00,,2009,111,,117,,1177,,6
,,,2009-06-11T00:00:00,,2009,111,,106,,1061,,2
,,,2009-06-11T00:00:00,,2009,111,,106,,1065,,6
,,,2009-06-11T00:00:00,,2009,111,,117,,1173,,4
,,,2009-06-11T00:00:00,,2009,111,,117,,1178,,3
,,,2009-06-12T00:00:00,,2009,111,,106,,1063,,6
,,,2009-06-12T00:00:00,,2009,111,,106,,1066,,5
,,,2009-06-16T00:00:00,,2009,111,,106,,1061,,2
,,,2009-06-16T00:00:00,,2009,111,,106,,1066,,5
,,,2009-06-16T00:00:00,,2009,111,,109,,1091,,6
,,,2009-06-16T00:00:00,,2009,111,,109,,1093,,3
,,,2009-06-16T00:00:00,,2009,111,,117,,1178,1177,3
,,,2009-06-16T00:00:00,,2009,111,,119,,1196,,2
,,,2009-06-17T00:00:00,,2009,111,,109,,1091,,5
,,,2009-06-17T00:00:00,,2009,111,,109,,1092,,6
,,,2009-06-17T00:00:00,,2009,111,,117,,1170,,6
,,,2009-06-17T00:00:00,,2009,111,,117,,1173,,3
,,,2009-06-18T00:00:00,,2009,111,,106,,1062,,6
,,,2009-06-18T00:00:00,,2009,111,,106,,1065,,3
,,,2009-06-18T00:00:00,,2009,111,,117,,1175,,2
,,,2009-06-19T00:00:00,,2009,111,,109,,1096,,4
,,,2009-06-23T00:00:00,,2009,111,,106,,1065,,2
,,,2009-06-24T00:00:00,,2009,111,,106,,1060,,2
,,,2009-06-24T00:00:00,,2009,111,,106,,1062,1091,3
,,,2009-06-24T00:00:00,,2009,111,,109,,1090,,6
,,,2009-06-24T00:00:00,,2009,111,,109,,1091,,3
,,,2009-06-25T00:00:00,,2009,111,,106,,1065,,2
,,,2009-06-25T00:00:00,,2009,111,,109,,1091,,6
,,,2009-06-25T00:00:00,,2009,111,,109,,1092,,6
,,,2009-06-25T00:00:00,,2009,111,,109,,1094,,3
,,,2009-06-25T00:00:00,,2009,111,,117,,1173,,4
,,,2009-06-25T00:00:00,,2009,111,,117,,1178,,3
,,,2009-07-08T00:00:00,,2009,111,,106,,1062,,3
,,,2009-07-08T00:00:00,,2009,111,,109,,1090,,3
,,,2009-07-08T00:00:00,,2009,111,,117,,1178,,3
,,,2009-07-09T00:00:00,,2009,111,,109,,1095,,2
,,,2009-07-09T00:00:00,,2009,111,,117,,1176,,3
,,,2009-07-10T00:00:00,,2009,111,,109,,1096,,6
,,,2009-07-14T00:00:00,,2009,111,,117,,1176,,2
,,,2009-07-16T00:00:00,,2009,111,,109,,1091,,3
,,,2009-07-16T00:00:00,,2009,111,,117,,1173,,3
,,,2009-07-16T00:00:00,,2009,111,,117,,1175,,3
,,,2009-07-21T00:00:00,,2009,111,,117,,1177,,6
,,,2009-07-22T00:00:00,,2009,111,,109,,1090,,6
,,,2009-07-23T00:00:00,,2009,111,,109,,1092,,3
,,,2009-07-23T00:00:00,,2009,111,,109,,1093,,6
,,,2009-07-23T00:00:00,,2009,111,,117,,1176,,3
,,,2009-07-28T00:00:00,,2009,111,,109,,1093,,3
,,,2009-07-29T00:00:00,,2009,111,,101,,,,9
,,,2009-07-29T00:00:00,,2009,111,,109,,1090,,3
,,,2009-07-29T00:00:00,,2009,111,,109,,1091,,3
,,,2009-07-29T00:00:00,,2009,111,,109,,1092,,3
,,,2009-07-30T00:00:00,,2009,111,,117,,1177,,6
,,,2009-09-09T00:00:00,,2009,111,,106,,1063,,2
,,,2009-09-10T00:00:00,,2009,111,,106,,1062,,3
,,,2009-09-10T00:00:00,,2009,111,,106,,1065,,2
,,,2009-09-10T00:00:00,,2009,111,,109,,1090,,3
,,,2009-09-10T00:00:00,,2009,111,,109,,1092,,3
,,,2009-09-10T00:00:00,,2009,111,,117,,1173,,6
,,,2009-09-10T00:00:00,,2009,111,,117,,1176,,3
,,,2009-09-14T00:00:00,,2009,111,,117,,1170,,6
,,,2009-09-15T00:00:00,,2009,111,,106,,1060,,3
,,,2009-09-15T00:00:00,,2009,111,,117,,1170,,3
,,,2009-09-17T00:00:00,,2009,111,,106,,1061,,3
,,,2009-09-17T00:00:00,,2009,111,,109,,1091,,6
,,,2009-09-17T00:00:00,,2009,111,,117,,1176,,2
,,,2009-09-22T00:00:00,,2009,111,,106,,1066,,3
,,,2009-09-24T00:00:00,,2009,111,,106,,1061,,6
,,,2009-09-24T00:00:00,,2009,111,,117,,1178,,6
,,,2009-10-01T00:00:00,,2009,111,,106,,1063,,2
,,,2009-10-01T00:00:00,,2009,111,,109,,1094,,6
